qstr_Next_Page|다음 페이지
qstr_Max_Ammo|최대 탄환수
qstr_Bonus_Damage|추가 피해
qstr_Shield_Resistance|방패 저항력
qstr_Shield_Speed|방패 속도
qstr_Shield_Hitpoints|방패 체력
qstr_Shield_Coverage|방패 크기
qstr_Ranged_Damage|원거리 피해
qstr_Reload_Speed|재장전 속도
qstr_Missile_Speed|투사체 속도
qstr_Body_Armor|몸통 방어력
qstr_Leg_Armor|다리 방어력
qstr_Head_Armor|머리 방어력
qstr_Armor_Weight|장비 무게
qstr_{s4}:_Average:_{reg0|{s4}: Average: {reg0}, St.dev.: {reg1}, Count: {reg2}
qstr_Printing_scores...|Printing scores...
qstr_{reg0}:_{s10}|{reg0}: {s10}
qstr_{reg0}._{reg1}:_{s10|{reg0}. {reg1}: {s10}
qstr_All_20_companions_re|All 20 companions recruited
qstr_Conversation_#{reg0}|Conversation #{reg0} chosen out of {reg1} total.
qstr_{reg1}_{s1}_{reg2?ac|{reg1}명의 {s1}이(가) 제안을 {reg2?수락:수락}했습니다.
qstr_No_one_accepts_the_o|그러나 아무도 제안에 응하지 않았습니다.
qstr_{s18}^^_There_{reg2?|{s18}^^{reg2?당신의:당신의} 부대에 합류하도록 설득할 수 없는 엘리트 {reg2?병사들이:병사가} {reg1}명 존재합니다.
qstr_{s18}^^_There_{reg2?a|{s18}^^{reg2?당신의:당신의} 부대에 합류할 수 없는 언데드 {reg2?병사들이:병사가} {reg1}명 존재합니다.
qstr_You_start_reading_{s|당신은 {s2}을(를) 읽기 시작 했습니다. 몇 페이지를 넘긴 후, 당신은 이 책에서 많은 것을 배울 수 있겠다고 느꼈습니다.^당신은 그것을 곁에 두고 언제든지 읽을 수 있도록 했습니다.
qstr_You_flip_through_the|당신이 {s2}를 읽기 시작했지만 내용이 너무 난해하여 자신이 따라하기에 어렵다는 걸 알았습니다. 좀 더 읽어보려고 노력했지만 머리만 아파왔고 결국은 읽는 것을 포기할 수 밖에 없었습니다.
qstr_Villagers|마을 사람들
qstr_You_have_encountered|당신은 {s1}와(과) 마주쳤습니다.
qstr_You_have_engaged_{s1|당신은 {s1}이(가) {s3}을 습격하는 전투에 가세했습니다.
qstr_You_were_caught_by_{|당신의 부대가 {s3}을(를) 공격하는 동안 {s1}이(가) 참전했습니다.
qstr_Challenge_quest_reno|도전 퀘스트의 달성을 위한 명성 획득: {reg1}/{reg2}.
qstr_Renown_earned_so_far|현재까지 얻은 명성 : {reg1}
qstr_You_were_victorious!|당신은 승리했습니다!
qstr_The_battle_was_lost.|전투에서 패했습니다. 당신의 부대는 완전히 와해되었습니다.
qstr_Your_companions_carr|당신의 동료들이 당신을 전투에서 안전한 지역으로 이송했습니다.
qstr_You_have_defeated_th|당신은 적을 격퇴시켰습니다.
qstr_You_have_retreated_f|당신은 전투에서 퇴각했습니다.
qstr_^^Ally_Casualties:{s|^^[동맹군 사상자]{s0}
qstr_Current_progress:_{r|현재 진행상황 : {reg4}/{reg5}.
qstr_{s1}_of_the_{s3}_man|{s3}의 {s1}은(는) 간신히 탈출했습니다.
qstr_Some_of_your_tendons|당신은 전투 중에 힘줄을 다쳐 1만큼의 힘을 잃게 되었습니다.
qstr_You_took_a_nasty_wou|당신은 치료를 했음에도 작은 후유증으로 절룩거리게 되었습니다. 당신은 1의 민첩을 잃었습니다.
qstr_You_have_trouble_thi|당신은 전투후유증에 시달립니다. 당신의 머리에 어떤 강한 충격이 가해져 두통을 유발하여 기억이 오락가락하기 시작한 것 같습니다. 당신의 지능이 1 하락했습니다.
qstr_Perhaps_I_m_getting_|아마도 나는 운이 없나 보군...
qstr_Retirement_is_starti|은퇴라는 단어가 갈수록 좋아지기 시작하는데.
qstr_No_matter!_I_will_pe|아무 문제없어! 난 좀 더 노력할거야!
qstr_What_did_I_do_to_des|내가 이걸 받기 위해서 무엇을 해야 합니까?
qstr_I_suppose_it_ll_make|내가 생각하기에는 적어도 그건 좋은 이야기가 될 거 같아...
qstr_{s9}_wants_you_to_fo|{s9}은(는) 다음 통지가 있을 때까지 자신의 군대를 따라오라고 했습니다.
qstr_{s8}_of_the_{s9}|{s9}의 {s8}
qstr__Your_own_banner_fli|^성문 위로 당신의 깃발이 휘날리고 있습니다.
qstr__You_see_the_banner_|^성문 위로 {s7}의 깃발이 보입니다.
qstr__Your_own_banner_flie|^도시의 성문 위로 당신의 깃발이 휘날리고 있습니다.
qstr__You_see_the_banner_o|^도시의 성문 위로 {s7}의 깃발이 보입니다.
qstr_The_{reg6?town_s:cas|{reg6?도시의:성의} 식량 저장분이 {reg3}일치가 남아 있습니다.
qstr_The_{reg6?town_s:cast|{reg6?도시의:성의} 저장된 식량이 바닥이 났고 수성측 병사들이 굶주리고 있습니다.
qstr_You_re_preparing_to_|당신은 성벽을 공격하기 위한 준비를 하고 있고 그 작업이 완성되는데 {reg9} 시간이 걸릴 것 같습니다.
qstr_Your_forces_are_buil|당신의 부대는 공성탑을 건설하고 있습니다. 병사들이 예상하기로 공성탑을 완성하는데 {reg9}의 시간이 더 필요합니다.
qstr_You_are_ready_to_att|당신은 언제든지 성벽을 공격할 준비가 되었습니다.
qstr_The_siege_tower_is_b|공성탑이 완성되었고 공격할 준비를 합니다.
qstr_As_a_last_defensive_|지키기 위한 마지막 노력에도 불구하고 당신은 지키고 있던 중앙 홀에서 후퇴했습니다. 당신과 당신의 병사들은 앞으로 험난한 싸움에 놓이게 되었습니다. 여기서 만약 당신이 패배한다면 더 이상 물러설 곳이 없습니다.
qstr_You_ve_been_driven_a|당신이 성벽에서 밀려 났습니다.이제 적 부대가 거리로 밀려들 것입니다. 당신이 그들을 물리친다면, 아마도 형세가 바뀌어 오늘을 넘길 수 있을 것입니다.
qstr_You_ve_breached_the_|당신은 성벽을 돌파했습니다, 하지만 거리에서 아직도 적들이 격렬하게 저항하고 있습니다! 도시 중앙부를 공격하기 위하여 당신은 그들을 물리쳐야 합니다.
qstr_The_town_centre_is_y|도시 중앙부는 당신이 점령했습니다, 하지만 남은 적들이 성에서 아직 저항을 하고 있습니다. 당신이 승리를 완벽하게 쟁취하기 위해서는 그들을 처리해야 합니다.
qstr_The_remaining_defend|남은 수비군들이 마지막 방어선인 성으로 후퇴했습니다. 당신은 성으로 진격하여 남은 저항병들을 쳐부숴야 합니다.
qstr_However_since_you_ar|당신은 {s9}에 맹세하지 않은 {reg63?남자:가신}이기에 당신은 이 {reg8?도시:성}의 영주가 될 자격이 없네.
qstr_The_enemy_has_been_f| 적 부대는 후퇴했고 급습을 포기했습니다.
qstr_The_enemy_has_been_fo| 적 부대는 후퇴했습니다. 공격은 끝났지만 포위는 계속 되고 있습니다.
qstr_As_you_approach_you_|입구에 다다르자, 문지기들이 자신들의 {reg63?왕:여왕}을 경례로 반기며 문을 개방합니다.
qstr_As_you_approach_you_a|입구에 다다르자, 문지기들이 자신들의 {reg63?주인:여주인}을 경례로 반기며 문을 개방합니다.
qstr__This_village_and_th|이 마을 및 주변은 당신의 관할 지역입니다.
qstr__You_remember_that_t|^당신은 이 마을이 {s7} 소유라는게 생각났습니다.
qstr__These_lands_belong_|^이 땅은 누구도 소유하고 있지 않습니다.
qstr__The_village_is_infe|마을이 {s35} {reg8}명에게 약탈 당하고 있습니다.
qstr__The_village_has_bee|마을이 약탈당했습니다.^당신이 지나치는 불타버린 집들 사이마다 작디 작은 희망도 산산히 부서져 있습니다.
qstr__The_village_is_bein|마을이 습격을 받고 있습니다.
qstr_No_one_here_seems_to|아무도 지원하지 않았습니다.
qstr_One_{s3}_volunteer_t|한 명의 {s3}이 지원했습니다.
qstr_{reg5}_{s3}_voluntee|{reg5}명의 {s3}이 지원했습니다.
qstr_Try_as_you_might_you|당신처럼하면 도적을 물리칠 수 없을 것이네. 화가 나지만, 그들은 농노들을 혹사시키고 마을을 황폐화 시킨다네, 그리곤 황폐한 땅만을 남겨놓고 약탈할 푸른 목초지로 떠나지.
qstr_village|마을
qstr_town|도시
qstr_castle|성
qstr_{s10}|{s10}
qstr_^{s10}|^{s10}
qstr_{s18}^{s10}.|{s18}^{s10}.
qstr__{s10}___{reg12}%_Da|({s10} - {reg12}% 파괴된상태-)
qstr_The_{s17}_has_no_imp|{s17}에는 건설된 것이 없습니다.
qstr_The_{s17}_has_the_fo|[{s17} 건설 목록]^       {s18}
qstr_The_assasins_beat_yo|암살자가 당신을 쓰러뜨렸고, 당신을 죽게 버려두고 떠났습니다.
qstr_You_have_fallen._The|당신은 쓰러졌습니다. 도적이 빠르게 당신의 몸을 뒤져 찾은 모든 돈을 가지고 어둠 속으로 사라졌습니다. 그들은 간신히 살아있는 당신을 남겨두고 떠났습니다.
qstr_Luckily_some_of_your|운 좋게도 몇몇 당신의 동료들이 늦어도 돌아오지 않는 당신을 찾아 나섰고 길가에 누워있는 당신을 발견했습니다. 그들은 서둘러 안전하게 당신의 상처를 치료해 주었습니다.
qstr_Luckily_some_passing|운 좋게도 지나가는 시민이 길가에 쓰러진 당신을 발견했고 단순한 거지가 아니라는 걸 알아차렸습니다. 그들은 당신을 가까운 여관으로 옮겨 상처를 치료했습니다.
qstr_You_fail_to_steal_an|소를 약탈하는데 실패했습니다.
qstr_You_drive_away_{reg1|{reg12?마리의} 소들을 마을 촌장에게 가져다 주어야 합니다.
qstr___{reg1}_denars_per_| (하루밤에{reg1} 디나르)
qstr_As_you_near_the_Snak|사교도 요새에 가까이 가자, 그 벽엔 수많은 방어자들로 들끓고 있음을 확인할 수 있었습니다. 피투성이의 하루가 될지도 모릅니다.
qstr_The_fully_rebuilt_Or|완전하게 재건된 기사단 요새는 힘과 영속의 감명을 주고 있습니다.
qstr_The_Order_stronghold|기사단 요새는 사교도의 모든 자취들을 씻어내고 있으며 당신을 환영하고 있는 것처럼 보입니다.
qstr_Order_Stronghold|기사단 요새
qstr_Report_news_of_your_|기사단에게 당신의 승전보를 전하십시오.
qstr_You_are_at_{s2}.|{s2}에 있습니다.
qstr__This_castle_has_no_| 이 성에는 주둔군이 없습니다.
qstr__This_town_has_no_ga| 이 도시에는 주둔군이 없습니다.
qstr__You_have_successful| 당신은 잠입에 성공했습니다.
qstr_{s13}_A_tournament_w|{s13} ^^곧 토너먼트가 개최됩니다.
qstr_{s13}_Though_the_her|{s13} 전령관이 당신의 깃발과 고귀한 출신 성분을 알아봤지만^더 명망높은 기사들이 남은 자리를 차지해버려 토너먼트에 참가할 수 없었습니다.
qstr_{s13}_You_have_neith|{s13} 그러나 당신은 고귀한 출신도 유명인사도 아니기 때문에^토너먼트에 참가할 수 없었습니다.
qstr_{s13}_Despite_not_be|{s13} 당신은 고귀한 출신이 아님에도 불구하고^전투에서의 활약과 뛰어난 무예가 펜도르에 널리 퍼졌기 때문에, 이를 고려한 전령관은^당신이 참가자들의 대열에 합류해 토너먼트에서 싸울 수 있도록 해줬습니다.
qstr_{s8}^Your_bid_to_cha|{s8}^{s9}우승자에 대해 돈을 건 것이 허사로 돌아갔습니다.
qstr_However_you_forfeit_|그러나, 당신은 모든 물질적 보상을 포기하고 승리를 {s9}의 영광에 바칩니다!
qstr_weapon_pack|weapon pack
qstr_armor_pieces|armor pieces
qstr_Additionally_you_hav|게다가, 당신이 최고로 발표 되었습니다 {s21} 놀도르 협의회에 의해.
qstr_Additionally_you_have|게다가, 당신과 함께 발표 되었습니다 {s21} 마을의 집사에 의해.
qstr__{s8}^Moreover_you_e|더욱이, 당신은 영리하게 자신에 돈을 걸어 {reg8} 디나르를 대가로 받았습니다.
qstr_Victory_is_yours!_Yo|승리는 당신의 것입니다! 당신은 이 라운드에서 이겼습니다. 하지만 당신은 곧 다음 시합을 준비해야 합니다.
qstr_You_have_been_bested|이 라운드에서 당신은 최고였습니다.그래서 비록 쓰러졌지만, 행사의 주최자가 당신의 실력과 용기를 인정하며 다음 단계로 진행할 수 있도록 허락해주었습니다. 
qstr_You_were_beaten._The|당신은 쓰러졌습니다. 농부는 공격이 성공한 것에 용기를 얻었지만 아마도 당신이 가르치고자 했던 내용은 소용이 없었을 것입니다.
qstr_After_beating_your_l|마지막 상대를 쓰러뜨린 후,당신은 농부들에게 어떻게 자기 스스로를 적의 공격으로부터 좀 더 잘 보호할수 있는지 가르쳐 주었습니다. 희망적이게도 그들은 잘 새겨들었고 다음에는 준비가 될 것입니다.
qstr_The_bandits_are_brok|도적들이 와해되었습니다! 그들은 몇몇만 살아남았고 공포스러운 농부들과 그들의 새로운 챔피언으로부터 혼비백산하여 꽁지가 빠지도록 줄행랑을 쳤습니다.
qstr_{s1}_s_Ship|{s1}들의 배
qstr_However_{reg3?You_ar|^그러나, {reg3?당신은:{s1}는(은)} 이익을 가져올 그 어떤 무역 상품도 찾아낼 수 없었습니다.
qstr_^Buying_{s4}_here_an|^{s4}를 여기서 사다가 {s5}에서 판다면 개당 {reg6} 디나르만큼의 이익을 얻을 수 있을거에요.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?당신은:{s1}은(는)} 다음과 같은 것을 알아내었습니다:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{s1} {reg1}명은 {reg0} 만큼의 경험치를 얻었습니다.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1}은(는) 추가적으로 {reg0} 만큼의 경험치를 얻었습니다.
qstr_^You_earned_{reg0}_e|^당신은 {reg0} 만큼의 경험치를 얻었습니다.{s2}
qstr_The_training_didn_t_|훈련이 전혀 되지 않았습니다.
qstr_The_training_didn_t_g|훈련이 제대로 되지 않았습니다.
qstr_The_training_went_qu|훈련이 그럭저럭 되었습니다.
qstr_The_training_went_ve|훈련이 많이 되었습니다.
qstr_The_training_went_pe|훈련이 완벽하게 되었습니다.
qstr_{s13}_asked_you_to_r|{s13}이(가) 적어도 {reg13}기의 군사를 모은 후에 보고하라고 했습니다.
qstr_{s13}_ordered_you_to|{s13}은(는) {s14}에 대한 공성전에 참전하라고 명령했습니다.
qstr_Find_and_speak_with_|{s4}에 {s3}을(를) 찾아서 그에게 주군으로서 섬길 것을 맹세하십시오.
qstr_There_has_been_an_al|영유권 주장이 있는 지역: {s9}
qstr_^^Note_that_so_long_|^^당신이 총사령관 직책을 맡고있는한, 영주들은 당신의 군지휘를 기대한다는 걸 명심하세요. 결혼이나 다른 목적으로 연회를 기다린다면, 국왕에게 사임 하겠다고 요청해야 합니다.
qstr_Speak_to_the_Order_r|{s9}의 기사단 담당자와 이야기 하십시오.
qstr_Your_Trainer_skill_h|당신의 훈련교관 기술이 1 증가했습니다.
qstr_Your_Trainer_skill_ha|당신의 훈련교관 기술이 2 증가했습니다.
qstr_Your_Tactics_skill_h|당신의 전략가 기술이 1 증가했습니다.
qstr_Your_Tactics_skill_ha|당신의 전략가 기술이 2 증가했습니다.
qstr_Your_Intelligence_ha|당신의 지능이 1 증가했습니다.
qstr_Your_Intelligence_has|당신의 지능이 2 증가했습니다.
qstr_Your_Agility_has_inc|당신의 민첩이 1 증가했습니다.
qstr_Your_Ironflesh_skill|당신의 단단한피부 기술이 1 증가했습니다.
qstr_Your_Riding_skill_ha|당신의 승마술 기술이 1 증가했습니다.
qstr_Your_Strength_has_in|당신의 힘이 1 증가했습니다.
qstr_Your_Weapon_Master_s|당신의 무기숙련 기술이 1 증가했습니다.
qstr_Your_Charisma_has_in|당신의 매력이 1 증가했습니다.
qstr_Your_Charisma_has_inc|당신의 매력이 2 증가했습니다.
qstr_Your_Leadership_skil|당신의 지도력 기술이 1 증가했습니다.
qstr_Your_Persuasion_skil|당신의 설득 능력이 1 증가했습니다.
qstr_Your_Engineer_skill_|당신의 기계공 기술이 1 증가했습니다.
qstr_Your_Tactics_skill_has|당신의 전략가 기술을 1 감소했습니다.
qstr_Your_Charisma_has_de|당신의 매력이 1 감소했습니다.
qstr__Your_party_members_| 당신은 보호 선언을 했음에도 불구하고, 도움을 주지 않았기에 부대원들이 투덜거립니다. 
qstr_Breaking_camp...|야영 중지...
qstr_Soldiers_have_found_|병사들이 반스케리 일원의 시체를 발견했습니다. 누군가 그를 살해한 것입니다.
qstr_One_of_your_Vanskerr|반스케리 일원이 불행한 사고로 인해 죽었습니다.
qstr_Soldiers_have_found_a|병사들이 사라진 반스케리로 추정되는 난자된 시체를 발견했습니다. 사람들이 야생동물을 탓합니다.
qstr_One_of_your_Vanskerri|반스케리 일원이 시체로 발견 됐습니다. 아마도 이전 상처가 벌어졌기 때문입니다.
qstr_Drunken_Adventurer|취한 모험가
