xstr_no_string|NO STRING!
str_rumor_talki_myst_3|[신비산 소문]그는 내가 최근 이스미랄라에서 들은 것들을 알려준다고 했다. 그는 명백하게 동쪽에서 형성하고 있는 신비산 습격자의 광대 한 떼거리의 소문에 대한 것 이었습니다. 그들은 아마 199에서 했던 것 처럼 여기서 포인스브룩까지 모든것을 도살하고, 강간하고, 태우는 범위에서 쓸어버릴 것입니다. 그건 그렇고, 한잔더 하시겠어요? {playername}?
str_rumor_talki_myst_4|[신비산 소문]그는 신비산 부족들이 민병대에 의해 수감되었을 때 그가 참석했다고 말했습니다. 그들은 피 묻고, 두들겨 맞고, 악취가 진동하는 짐승 같은 놈들 이었는데, 그가 무슨 말을 하는지 알고 있나요? 그들은 웃고 있었습니다. 사술에 묶인 채로 미소를 지었어요.
str_rumor_talki_myst_5|[신비산 소문]내가 예전에 오래된 신비산 장신구들을 수집했었다는 것을 알아차렸습니다. 그리고 그는 그때 이야기를 해주었습니다. 그는 그때는 사냥꾼이라고 했습니다. 그레서 "예? 사냥꾼이요?" 라고 되물었고 그는 그 시절을 그리워한다고 말했습니다. 사냥을 하는 남자들, 그것은 사람을 사냥한다는 뜻이 아니라는 겁니다. "항상 그래왔죠 당신은 그들을 볼수 없을겁니다." 그들은 아마 전쟁이 끝난장소을 청소하는 청소부 인듯 합니다.
str_rumor_talki_myst_6|[신비산 소문]그는 매우긴장하며 항상 어깨 너머로 바라보고 있는 것 처럼 보였습니다. 그는 제게 {playername}에 대하여 아는지 물어보았고. 저는 모른다고 답했습니다. 그는 그말을 듣고 기뻐하였으며 자신은 자신이 숨어있을 마을을 원한다고 말했습니다.
str_rumor_talki_myst_7|[신비산 소문]그는 보안관이 일부 사냥꾼들과 이야기 하는 것을 들었고, 그다지 좋은 표정은 아니였다고 합니다. 그들은 도적들이 발톱벼랑성의 북쪽에 떼거지로 보이고, 거기있는 수비대는 증원을 요구하고 있다고 합니다. 그들은 그 장소에 상륙했다고 합니다. 제말을 기억해 주세요.
str_rumor_talki_myst_8|[신비산 소문]그는 여행의 마지막 즈음에 허리가 꼬부라진 늙은 신비산 사람을 만났습니다. 그들은 같은 방향으로 향하고 있었고, 그들은 침묵 속에서 함께 걸었습니다. 그 늙은 남자는 은빛칼날 성채를 지날때 '베조비스는 알고있다' 라고 말하며 고개를 들었다고 합니다. 그가 말한것은 오직 그 것 뿐이었습니다.
str_rumor_talki_myst_9|[신비산 소문]그는 신비산이 흔들리는 것을 느꼇다고 합니다. 그리고 고양이를 보았다고 합니다. 신비산의 신 베조비스말입니다. 처음에는 등산가의 술주정이라고 생각했습니다. 그도 그럴것이 베조비스를 만나다니 말도안되는 일이죠. 그러나 그에게 포도주와 같은 술냄새는 없었습니다. 그는 베조비스에 관한 이야기는 딱히 없지만 전설적이었다고 말했습니다. 게다가 무당만이 그를 볼수 있을 것이라 말했습니다. 그리고 그는 얼굴을 돌려버렸습니다. 그의 얼굴에는 이마부터 턱선까지 고양이가 할퀸듯난 자국이 나 있었습니다.
str_rumor_talki_myst_10|[신비산 소문]그는 제게 상행단을 습격하는 사건이 늘어난다고 합니다. 거대하고 거대한 신비산 부족의 대군들이 동굴에서 쏙아져 나오고 있다고 합니다. 어딘가에서 누군가가 신비산 부족을 조직하고 있다고 합니다. 그 베조비스의 말을 믿지 않는다면 이 이야기는 안믿으셔도됩니다.
str_rumor_talki_myst_11|[신비산 소문]그가 말하길 그는 {playername}이냐고 물었다고합니다. 들어보니 아론이 당신에게 한말은 사실이아니며 그일과 관계 없다고 말했습니다. 그는 교외에 있는 배조비스 외각에 있는척 하며 그런말을 들려주었다고 합니다. 참으로 우스꽝스럽군요.
str_rumor_talki_myst_12|[신비산 소문]그는 내가 말의 무리에 관해 묻는 누군가를 아는지 물어 보았다고 합니다. 물론 저는 아니었습니다. 하지만 저는 그가 왜 그러한 것을 물어 왔는지 궁금해서 물어 보았습니다. 그 사람은 지난 주에 말 농장에서 3마리의 말 종자를 가져 왔다고 하며 그 이유를 설명해 주었습니다. 그것들은 곧 오고있다고 합니다.(maybe)
str_rumor_talki_myst_13|[신비산 소문]그는 어젯밤 선술집에 젊은 신비산 부족의 아가씨를 만난것을 전했습니다. 처음 엔 문제가 없었습니다. 그저 밝고 명량하며, 예의바른 소녀였죠. 그러나 이야기가 길어질수록 그녀는 취해 갔으며 자신이 죽인 사람들에 대해 이야기 해주기 시작했습니다. 그리고 천진난만한 미소를 지어 보이더군요. 그는 그녀가 베조비스로 비춰보이기도 했다고 합니다.(maybe)
str_rumor_talki_myst_14|[신비산 소문]그는 신이 나타났다고 말했습니다. 발톱벼랑성, 은빛칼날성, 알덴 성 같은 국경 요새는 모든 음식, 무기 및 신선한 얼굴의 젊은이들이 대기 하고있었습니다. 저는 신이 어떻게 강림했는지 묻지 않았으며, 저는 의심하지도 않습니다. 느껴지거든요. 영주들도 모두 알고 있더군요. 고양이가 깨어난것을..
str_rumor_talki_myst_15|[신비산 소문]그는 상행단의 고용주가 그들에게 약간 문제가있는 소식을 가지고 왔다고 얘기했습니다. 자투와 신비산부족이 포인스브룩쪽에서 전투를 하고있다는 것이었습니다. 그들이 동맹을 맺거나 평화로이 지나가길 바랬지만 그러지 못했군요. 포인스브룩으로의 여행은 허탈해 지는군요.
str_rumor_talki_myst_16|[신비산 소문]그는 지난밤 사람들이 갑자기 어둠 속에서 조용히 움직이는 것을 보았다고 합니다. 그들은 도시의 주거지나 상가등 일반적인 방향으로 향하는 것 같다고 했습니다. 그가 들은 유일한 소리는 산고양이의 울음소리 였습니다.
str_rumor_talki_myst_17|[신비산 소문]그는 주인과 논쟁하는 상행단 수비대의 모습을 목격했습니다 그들은 더많은 돈과 더 많이 고용해달라는 것입니다. 신비산 부족의 습격이 늘어나 안전이 보장이 되지 않기 때문입니다. 이렇게 된다면 물품의 가격이 올라갈 것이며 사람들은 점점 혼자 다니는 일을 꺼릴 것입니다. 이번에는 누가 신비산 부족을 동굴로 쫒아 낼지 모르겠군요. 요즘 저의 최대의 관심사 입니다.
str_rumor_talki_myst_18|[신비산 소문]그는 또 상행단이 습격당했다고 합니다. 오늘 같은날은 가능성이 낮을 것이라고 예상했습니다만, 상인들은 그렇지 않다고 합니다. 상인들의 말로는 자신들은 발라닐 마을의 남쪽에서 습격당했으며 이전에 습격당한 곳 보다도 멀리 떨어진 장소였습니다. 무법자들의 활동범위가 늘어나도 이대로는 나뭇잎이나 먹고사는 놀도르도 끌고올지도 모른다고 걱정하더군요.
str_rumor_talki_myst_19|[신비산 소문]그는 내게 당신을 조심하라고 일러주더군요, {playername}. 당신은 확실히 신비산에서 인기있는 이야깃 거리 입니다 그러나 그것은 당신이 이기는 성격이 원인은 아니겠지요.  만약 당신이 제말을 이해한다면 말입니다.
str_rumor_talki_myst_20|[신비산 소문]그는 두간을 괴롭히는 신비산 부족의 캠프에서 막 돌아왔다고 합니다. 신비산 부족은 고기를 절대 먹지 않는다는 것을 알고 계신가요? 그들의 전체적인 식단은 말젖과 치즈, 거친 빵 등으로 구성되어 있다고 합니다. 그들의 신 베조비스를 위해 고기는 모두 버린다고 합니다.
str_rumor_talki_noldor1_1|[놀도르 소문]noldor-그가 말하길 바클레이상인들이 자빅스홀름에 처음 도착했을때 놀도르 공예품을 구입할수 있다는 이야기를 듣고 남아있다 자투에 의해 목이 날아갔다고 합니다.
str_rumor_talki_noldor1_2|[놀도르 소문]noldor-그는 놀도르의 상인들이 자신들의 공예품을 팔아야한다는 사실에 화를 냈다고 전했습니다. 놀도르인들은 자신들의 공예품에 대한 애정이 깊은가 보군요.
str_rumor_talki_noldor1_3|[놀도르 소문]noldor-노예상인 라문은 놀도르부인을 붙잡았을때 결코 공개적으로 팔지않고 최고등급의 고객들을위해 개인주식에 넣고 그들을 위한 사기꾼을 매수하고 있다는 소문입니다.
str_rumor_talki_noldor1_4|[놀도르 소문]noldor-그는 야노스에서 제국의 영주가 사교도 무리로부터 놀도르 병종을 구출하여 입대 시켰다고 합니다. 이 얼마나 운좋은 개일까요! 야노스의 성벽은 주둔병과 놀도르인으로 매우 안전해 졌습니다.
str_rumor_talki_noldor1_5|[놀도르 소문]noldor-그가 듣기로 살레온의 영주는 붉은형제단으로 부터 놀도르를 사들여 그의 성에 가두어 두었다고 합니다. 그의 부인의 속은 어떻게 되었을지 궁금하군요.
str_rumor_talki_noldor1_6|[놀도르 소문]noldor-그가 듣기로 마리우스 황제는 사교도의 전투에서 놀도르의 도움을 받고, 그들을 고용하려고 시도했지만 그들은 그의 제의를 비웃으며 숲으로 돌아갔다고 합니다.
str_rumor_talki_noldor1_7|[놀도르 소문]noldor-그가 듣기로 에토스의 음유시인은 놀로드의 류트를 위해서는 어떠한 금액도 지불하겠다고 했지만 그것을 구매하게 해줄 사람을 찾지 못했다는 소식입니다.
str_rumor_talki_noldor1_8|[놀도르 소문]noldor-그는 놀도르의 악기에서 연주되는 소리를 들어 본적이있고 그 음색은 세상에서 가장 아름다웠다고 합니다. 그 소리는 놀도르의 류트에서 나오는 소리인것을 목격한적이 있다고 합니다.
str_rumor_talki_noldor1_9|[놀도르 소문]noldor-그는 라리아 근방에서 놀도르가 많은 자투를 죽였다고 전했습니다. 놀도르도 가끔은 유용하군요.
str_rumor_talki_noldor1_10|[놀도르 소문]noldor-그는 제국이 놀도르와의 마찰을 원치 않는다는 소문을 들었다고 합니다. 제국이 놀도르의 3배의 병력을 가지고 도전해도 더많은 사상자를 내기 때문이라고 하는군요.
str_rumor_talki_noldor1_11|[놀도르 소문]noldor-그는 놀도르가 제국에 나아갈때 사교도 무리를 쫒는 모습을 볼수 있었다고 합니다. 저는 그들이 사교도 무리를 모두 포획하길 기대하지만 그것을 너무 희망적인 얘기군요.
str_rumor_talki_noldor1_12|[놀도르 소문]noldor-그는 놀도르가 도둑들과 자투로 부터 해방된 농민들을 입대시키고 심지어 군주들이 보지 않을때 그들을 모집하기위해 제국에 몰래 들어 오기까지한다고 들었다.
str_rumor_talki_noldor1_13|[놀도르 소문]noldor-그가 듣기로 놀도르에 새로운 군사 지도자가 등장했다고 하는군요. 그들의 새 장군은 인간보다도 자투들을 훨씬 더 증오한다고 합니다.
str_rumor_talki_noldor1_14|[놀도르 소문]noldor-그가 말하길 50명이 넘는 자투 부대와 싸우는 십인의 놀도르 순찰자들을 눈앞에서 봤다고 하더군요. 놀도르 순찰자들은 결코 빗맞추지 않는 사격실력으로 자투를 학살했으며 그 사거리는 살레온 장궁병보다 훨씬 길었다고 합니다.
str_rumor_talki_noldor1_15|[놀도르 소문]noldor-그는 손에 잡히는 그 어떠한 놀도르 공예품이라도 모두 사들였다고 합니다
str_rumor_talki_noldor1_16|[놀도르 소문]noldor-그는 상인들이 더이상 많은 놀도르 공예품을 거래할수 없다고 합니다. 그 이유는 놀도르가 자신들의 공예품을 더 소중히 지키기 때문이라고 합니다.
str_rumor_talki_noldor1_17|[놀도르 소문]noldor-그는 라리아의 경매에 대하여 들었다고 합니다. 그 경매에 참석하기 위해서는 입구에서 1000디나르를 지불해야 하고 그 경매에서 가장 높은 입찰자에게 놀도르 포로를 수여한다고 합니다.
str_rumor_talki_noldor1_18|[놀도르 소문]noldor-그가 말하길 붉은형제단 탈영병 무리에게서 포로로 잡혀있던 놀도르 순찰자를 샀다가 봉변을 당했다고 하더군요. 그 놀도르 순찰자가 어떻게든 칼을 손에 구한 순간 붉은형제단 여섯명을 죽이고 달아났다고 합니다. 붉은형제단 에게는 크나큰 손실이겠죠. 
str_rumor_talki_noldor1_19|[놀도르 소문]noldor-그는 파이어즈베인의 용병단이 라리아의 여행길에서 놀도르와의 격전중 발키리가 참전하여 그들은 살아날수 있었다고 전했습니다.
str_rumor_talki_noldor1_20|[놀도르 소문]noldor-그는 포인스브룩 앞에서 놀도르와 자투가 치열한 전투를 벌여 양측모두 심하게 다쳤다고 들었지만 놀도르가 승기를 잡았다고 전했습니다.
str_rumor_talki_noldor1_21|[놀도르 소문]noldor-그는 숨겨진 노도르 도시에 숨겨진 비밀이 있다는 소문이 있지만 아무도 그것을 발견하지 못했다고 말했다.
