qstr_Next_Page|Next Page
qstr_You_have_found_the_p|You have found the place described by village elder. Bushes, trees, few stones laying here and there. An old path lay in front of you.
qstr_You_have_located_the|You have located the old ruins. Try to search this area for anything pertaining to its history.
qstr_At_first_glance_this|At first glance this place looks like a peaceful valley, full of trees, bees and flowers.
qstr_The_valley_remains_i|The valley remains incredibly silent. Unchanged since your last visit.
qstr_The_base_is_fully_es|The base is fully established and hidden well. Garrisoned soldiers seem to be in a good mood.
qstr_The_base_is_fully_est|The base is fully established and hidden well. Everything looks normal, but you can feel tension in the air.
qstr_The_old_ruins_look_m|The old ruins look more and more appealing every time you visit them.
qstr__no_prisoners_allowe|, no prisoners allowed
qstr_It_seems_that_some_t|It seems that some time ago a battle took place here. You have found: few bend swords, weathered skeletons, some rusty armor pieces with faded emblem which resemble a griffon and ... a fragile book.
qstr_It_seems_that_some_ti|It seems that some time ago a battle took place here. You have found so far only rubbish: few bend swords, weathered skeletons, some rusty armor pieces with faded emblem which resemble a griffon. Search the valley much more carefully.
qstr_Quest_log_updated.|Quest log updated.
qstr_The_camp_is_too_smal|The camp is too small to keep prisoners there. All prisoners were taken away and released.
qstr_This_camp_was_overcr|This camp was overcrowded and some soldiers deserted.
qstr_You_are_at_{s2}.|You are at {s2}.
qstr__This_castle_has_no_| This castle has no garrison.
qstr__This_town_has_no_ga| This town has no garrison.
qstr__You_have_successful| You have successfully sneaked in.
qstr_{s13}_A_tournament_w|{s13} A tournament will be held here soon.
qstr_{s13}_Though_the_her|{s13} Though the heralds recognize your banner and your noble origins, the few left free spots are quickly handed out to more renowned knights and you are not allowed to participate in this tournament.
qstr_{s13}_You_have_neith|{s13} You have neither a noble origin nor are you renowned. Therefore you are not allowed to participate in this tournament.
qstr_{s13}_Despite_not_be|{s13} Despite not being of noble origins, the tales of your deeds in battle and your weapon prowess has spread over Pendor and reached the heralds. Therefore they allow you to join the ranks and fight in this tournament!
qstr_{s8}^Your_bid_to_cha|{s8}^Your bid to champion the {s9} ends in failure.
qstr_However_you_forfeit_|However, you forfeit all material rewards and dedicate your victory to the glory of the {s9}!
qstr_weapon_pack|weapon pack
qstr_armor_pieces|armor pieces
qstr_Additionally_you_hav|Additionally, you have been presented with beautiful {s21} from the Noldor Council.
qstr_Additionally_you_have|Additionally, you have been presented with one {s21} from the town Steward.
qstr__{s8}^Moreover_you_e| {s8}^Moreover, you earn {reg8} denars from the clever bets you placed on yourself...
qstr_Victory_is_yours!_Yo|Victory is yours! You have won this melee, but now you must prepare yourself for the next round. 
qstr_You_have_been_bested|You have been bested in this melee, but the master of ceremonies declares a recognition of your skill and bravery, allowing you to take part in the next round. 
qstr_You_were_beaten._The|You were beaten. The peasants are heartened by their success, but the lesson you wanted to teach them probably didn't get through...
qstr_After_beating_your_l|After beating your last opponent, you explain to the peasants how to better defend themselves against such an attack. Hopefully they'll take the experience on board and will be prepared next time.
qstr_The_bandits_are_brok|The bandits are broken! Those few who remain alive and conscious run off with their tails between their legs, terrified of the peasants and their new champion.
qstr_{s1}_s_Ship|{s1}'s Ship
qstr_However_{reg3?You_ar|However, {reg3?You are:{s1} is} unable to find any trade goods that would bring a profit.
qstr_^Buying_{s4}_here_an|^Buying {s4} here and selling it at {s5} would bring a profit of {reg6} denars per item.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?You find:{s1} finds} out the following:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} earned {reg0} experience.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} earned an additional {reg0} experience.
qstr_^You_earned_{reg0}_e|^You earned {reg0} experience.{s2}
qstr_The_training_didn_t_|The training didn't go well at all.
qstr_The_training_didn_t_g|The training didn't go very well.
qstr_The_training_went_qu|The training went quite well.
qstr_The_training_went_ve|The training went very well.
qstr_The_training_went_pe|The training went perfectly.
qstr_{s13}_asked_you_to_r|{s13} asked you to report to him with at least {reg13} troops.
qstr_{s13}_ordered_you_to|{s13} ordered you to join the assault against {s14}.
qstr_Find_and_speak_with_|Find and speak with {s3} of the {s4} to give him your oath of homage.
qstr_There_has_been_an_al|There has been an alleged border incident: {s9}
qstr_^^Note_that_so_long_|^^Note that so long as you remain marshal, the lords of the realm will be expecting you to lead them on campaign. So, if you are awaiting a feast, either for a wedding or for other purposes, you may wish to resign the marshalship by speaking to your liege.
qstr_Speak_to_the_Order_r|Speak to the Order representative of the {s9}.
qstr_Your_Trainer_skill_h|Your Trainer skill has increased by 1.
qstr_Your_Trainer_skill_ha|Your Trainer skill has increased by 2.
qstr_Your_Tactics_skill_h|Your Tactics skill has increased by 1.
qstr_Your_Tactics_skill_ha|Your Tactics skill has increased by 2.
qstr_Your_Intelligence_ha|Your Intelligence has increased by 1.
qstr_Your_Intelligence_has|Your Intelligence has increased by 2.
qstr_Your_Agility_has_inc|Your Agility has increased by 1.
qstr_Your_Ironflesh_skill|Your Ironflesh skill has increased by 1.
qstr_Your_Riding_skill_ha|Your Riding skill has increased by 1.
qstr_Your_Strength_has_in|Your Strength has increased by 1.
qstr_Your_Weapon_Master_s|Your Weapon Master skill has increased by 1.
qstr_Your_Charisma_has_in|Your Charisma has increased by 1.
qstr_Your_Charisma_has_inc|Your Charisma has increased by 2.
qstr_Your_Leadership_skil|Your Leadership skill has increased by 1.
qstr_Your_Persuasion_skil|Your Persuasion skill has increased by 1.
qstr_Your_Engineer_skill_|Your Engineer skill has increased by 1.
qstr_Your_Tactics_skill_has|Your Tactics skill has decreased by 1.
qstr_Your_Charisma_has_de|Your Charisma has decreased by 1.
qstr_The_issue_has_been_r|The issue has been resolved successfully.
qstr__Your_party_members_| Your party members grumble at your refusal to help those you have sworn to protect.
qstr_Breaking_camp...|Breaking camp...
qstr_Soldiers_have_found_|Soldiers have found a dead body of one of your Vanskerries. Someone had gelded him.
qstr_One_of_your_Vanskerr|One of your Vanskerries has been killed in an unfortunate accident.
qstr_Soldiers_have_found_a|Soldiers have found a massacred body, which may be one of your missing Vanskerries. Peoples blame wild animals.
qstr_One_of_your_Vanskerri|One of your Vanskerries has been found dead. Probably old wounds have just opened.
qstr_Drunken_Caravan_Guar|Drunken Caravan Guard
qstr_Drunken_Caravan_Guard|Drunken Caravan Guards
qstr_Drunken_Mercenary|Drunken Mercenary
qstr_Drunken_Mercenaries|Drunken Mercenaries
qstr_Drunken_Adventurer|Drunken Adventurer
qstr_Drunken_Adventurers|Drunken Adventurers
qstr_Belligerent_Drunk|Belligerent Drunk
qstr_Belligerent_Drunks|Belligerent Drunks
qstr_Your_{s12}_have_acqui|Your {s12} have acquired the new {s11}!
qstr_{s4}_and_is_now_know|{s4}, and is now known as {s7}
qstr_Your_party_is_spotte|Your party is spotted by {s1}.
qstr_Party_has_nothing_to|Party has nothing to eat!
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1} {reg2?have:has} escaped from your party during the night.
qstr_{s1}_of_the_{s3}_has|{s1} of the {s3} has been released from captivity.
qstr_Building_of_{s10}_in|Building of {s10} in {s4} has been completed.
qstr_{s1}_has_won_the_tou|{s1} has won the tournament at {s2}.
qstr_{s1}_is_no_longer_in|{s1} is no longer infested by bandits (at night).
qstr_You_pay_for_accommod|You pay for accommodation.
qstr_D_Shar_have_fallen_a|D'Shar have fallen alongside their ideals. The Inquisition will focus and deploy all efforts against Heretics further north.
qstr_Betrothal_to_{s5}_ex|Betrothal to {s5} expires
qstr__Your_tactics_skill_| Your tactics skill has increased by 1.
qstr__Your_persuasion_ski| Your persuasion skill has increased by 1.
qstr__Your_leadership_ski| Your leadership skill has increased by 1.
qstr__Your_intelligence_h| Your intelligence has increased by 1.
qstr__Your_trade_skill_ha| Your trade skill has increased by 1.
qstr__Your_weapon_master_| Your weapon master skill has increased by 1.
qstr__Your_engineer_skill| Your engineer skill has increased by 1.
qstr__Your_relation_with_| Your relation with the Noldor has improved.
qstr_The_book_was_very_in|The book was very interesting and you have discovered some new facts. It is time share your findings with Vorador.
qstr__Unfortunately_the_b| Unfortunately the brittle, moldy old pages crumble. Almost as if fate intended it this way ...
qstr_You_have_finished_re|You have finished reading {s1}.{s2}
qstr_Book_Read|Book Read
qstr_Your_Order_Stronghol|Your Order Stronghold has been fully rebuilt!
qstr_The_Order_blacksmith|The Order blacksmith sends a message that your item is ready!
qstr_Your_hidden_camp_has|Your hidden camp has been fully built!
qstr_{s1}_is_scouted.|{s1} is scouted.
qstr_{s36}_has_switched_f|{s36} has switched from the {s2} to the {s3} and is now known as {s1}.
qstr_A_god_s_voice_booms_|A god's voice booms across the sky:  I am Astraea, Goddess of Justice.  Fight to defend it and I will aid you when and where I can.
qstr_A_god_s_voice_booms_a|A god's voice booms across the sky:  You battle and defeat my Jatu.  Beware the wrath of Indar.
qstr_A_god_s_voice_booms_ac|A god's voice booms across the sky:  I command you to drive from my lands these foul Serpent Cultists who defile it, in the Name of Damia Provideo.
qstr_A_god_s_voice_booms_acr|A god's voice booms across the sky:  You will cease fighting my children of the Mystmountains or die in the claws of Vejovis.
qstr_A_god_s_voice_booms_acro|A god's voice booms across the sky:  I Eunomia Stabilitis, first in rank amongst the hierarchy of the Pendor Gods, warn you, Chosen One.  You face many dangers ahead.
qstr_A_god_s_voice_booms_acros|A god's voice booms across the sky:  End your persecution of my raiding Vanskerries or incur the wrath of HafSigla.
qstr_A_god_s_voice_booms_across|A god's voice booms across the sky:  Defend my children of the Fierdsvain that they may farm in peace, in the name of Thallo Ver Shures.
qstr_A_god_s_voice_booms_across_|A god's voice booms across the sky:  I, Vata, command you in my name to destroy those who threaten my D'Shar.
qstr_The_God_UllrVetr_is_|The God UllrVetr is about to give you a gift, but you must have space for it in your inventory.
qstr_A_god_s_voice_booms_across_t|A god's voice booms across the sky: I, UllrVetr, God of Bowmen, manifest myself to you as this bow. Use it well in the battle to come.
qstr_UllrVetr_has_seen_th|UllrVetr has seen the threat vanquished; and in that instance the powerful manifestation that was the bow has disappeared.
qstr_{s2}_loses_{s10}.|{s2} loses {s10}.
qstr_{s2}_reports_the_{s1|{s2} reports the {s10} is gone missing from the chest.
qstr_A_passing_messenger_|A passing messenger told you {s4}'s wife died suddenly in {s5}.
qstr_A_passing_messenger_t|A passing messenger tells you {s4}'s wife died suddenly in {s5}.
qstr_{s5}_launches_a_surp|{s5} launches a surprise attack on {s6}!
qstr_{s5}_War_Party|{s5} War Party
qstr_The_{s12}_from_{s13}|The {s12} from {s13} have assembled a war party to assist the {s11}.
qstr_Eyegrim_s_horde_has_|Eyegrim's horde has gathered enough souls to raise him once more.
qstr_Sources_say_Knights_|Sources say Knights of the Eventide are avoiding Eyegrim at all costs. Reasons unknown.
qstr_Rumor_has_it_that_th|Rumor has it that the demon king has gathered more Fallen from his prisoners!
qstr_Echos_of_hundreds_of|Echos of hundreds of souls being forfeited can be heard from miles away.
qstr_Villages_report_that|Villages report that Eyegrim is killing humans to create more Fallen!
qstr_Full_skin_of_human_r|Full skin of human remains have been found by the hundreds in reported areas where a demonic horde lay waste.
qstr_Knights_of_the_Dawn_|Knights of the Dawn report that captured heretics say 'Eyegrim is creating Fallen in Pendor.'
qstr_Eyegrim_has_risen_mo|Eyegrim has risen more Fallen from his prisoners!
qstr__{s61}| {s61}
qstr_{reg65?my_Lady:my_Lo|{reg65?my Lady:my Lord}
qstr_{reg65?My_Lady:My_Lo|{reg65?My Lady:My Lord}
qstr_{reg65?madame:sir}|{reg65?madame:sir}
qstr_{reg65?Madame:Sir}|{reg65?Madame:Sir}
qstr_The_men_are_hard_at_|The men are hard at work, this place is shaping up.
qstr_Things_are_progressi|Things are progressing very well.
qstr_All_seems_alright.|All seems alright.
qstr__no_fiefs_|(no fiefs)
qstr__fiefs:_{s0}_|(fiefs: {s0})
qstr_^It_might_interest_y|^It might interest you that someone called {s11} is looking for work in {s10}, you may want to meet {reg1?her:him} there.
qstr_{reg36}x_{s0}_have_j|{reg36}x {s0} have joined you party
qstr__Hail_Captain!| Hail Captain!
qstr__Hail_{reg63?M_Lord:| Hail {reg63?M'Lord:M'Lady}!
qstr__Well_met_{reg63?M_L| Well met, {reg63?M'Lord:M'Lady}!
qstr__{s4}_We_are_the_Mil| {s4} We are the Militia Patrol out of {s11}.
qstr__{s4}_You_are_a_welc| {s4} You are a welcome sight for weary eyes. We hail from {s11}.
qstr__{s4}_We_are_the_she| {s4} We are the sheriff patrol riding out from {s11}.
qstr__{s4}_We_are_glad_to| {s4} We are glad to see you! We ride from {s11}.
qstr__{s4}_We_have_had_a_| {s4} We have had a rough time of it, {reg63?M'Lord:M'lady}, avoiding enemy Lords and raiding parties. We are searching for thugs and bandits.
