str_no_string|NO STRING!
str_rumor_talk_mett_6|he said he was working in the city prison. A captured Snake cultist told him about an odd Mettenheim warcry; apparently they shout 'I'll be back' when they have to retreat.
str_rumor_talk_mett_7|he heard that even the Noldor are in awe of Mettenheim metallurgy.
str_rumor_talk_mett_8|he said a historian told him the Mettenheim sovereign drops all former titles and loyalties. Even his name is changed to 'The Count'. Some of the other kings could learn from this dedication.
str_rumor_talk_mett_9|he said a prosperous trader told him he only sells his farm produce to Mettenheim. They pay much more because of the massive famine in their homeland.
str_rumor_talk_mett_10|he heard that, although they are presently at peace, a war between Barclay and Mettenheim is as likely as tomorrow's dawn.
str_rumor_talk_mett_11|he said a young Mettenheim soldier told him of his dream to join the Forlorn Hope, their most prestigious Order.
str_rumor_talk_mett_12|he heard a Mettenheim merchant say the Forlorn Hope is a suicidal group. Only those older men of declining strength may join, due to having less to live for than the younger men.
str_rumor_talk_mett_13|he was told a Fierdsvain fisherman went looking for the Mettenheim homeland, but found only a massive volcano in the middle of the sea.
str_rumor_talk_mett_14|he heard a rumor that an Empire prefect has suggested Mettenheim is in league with the Snake Cult. Odd, since the Snakes massacred the lot of them when they were shipwrecked, or so I heard.
str_rumor_talk_mett_15|he heard a retired mercenary say that a Mettenheim column has sufficient strength and stamina to keep pace with a unit of heavy cavalry on the march.
str_rumor_talk_mett_16|he said a Fierdsvain berserker told him he has respect for Mettenheim troops – they are the only ones able to match him drink for drink.
str_rumor_talk_mett_17|he heard from a D'Shar herder of a man called Frederick. Said he defeated a Jatu raiding party by killing the horses beneath them, a novel means of combat for the D'Shar who usually take the mounts as a prize.
str_rumor_talk_ogma_1|he heard that Lord Olaf Oakshield had married a famous Valkyrie many years ago. According to legend she was the only person who could beat him in his prime. Unfortunately, she died while giving birth to their daughter, Ogma. Not long after, he lost his son, as well. Death seems to follow that poor man...
str_rumor_talk_ogma_2|he heard from the Valonbray jeweler that Lord Oakshield has been spending an unseemly amount on jewelry for his daughter, Ogma. The jeweler almost regretted driving a lord into poverty but, at the same time, how could he refuse such lucrative business?
str_rumor_talk_ogma_3|he heard from Lady Ogma's maid-in-waiting that the lady's father, Lord Olaf Oakshield, dotes on her, buying the most extravagant dresses and jewelery in Pendor. Although most maidens would be thrilled by these gifts, Lady Ogma only thanks her father politely. Truly, she would rather lead a troop of cavalry, dressed in her mother's Valkyrie armor.
str_rumor_talk_ogma_4|he heard from Lady Ogma's maid-in-waiting that the young lady sneaks away at night. She thought she was hiding a clandestine love-affair, but when Ogma returned with a nasty gash on her arm, the truth came out. 'I've hired a swordsman to train me in the martial arts. Please, Lola, don't let my father know of this. He would go grey with worry.'
str_rumor_talk_ogma_5|he heard from the stablehand that the finest horse in Valonbray belongs to Lady Ogma. The mare is a spirit horse, captured from a Noldor lord. Nobody in Valonbray could ride her, yet Lady Ogma--who'd never ridden a warhorse before--didn't care. Everyone thought she'd break her neck. However, a few weeks later, she rode in on the mare, as serene as Astraea herself.
str_rumor_talk_ogma_6|he heard from Lady Ogma's maid that the young lady keeps her mother's armor on the wall and polishes it while her maids knit and sew. Before marrying Lord Olaf Oakshield, Ogma's mother had been a Valkyrie.  Ogma wishes to be one as well, but her father strictly forbids it. He lost both his son and his wife, and cannot bear the thought of losing his daughter as well.
str_rumor_talk_halz_1|he heard stories about an ambitious man named Halstein. They say he studied under some of the greatest minds to became a scholar. After he learned all he could, he left that path to became the head of his family. That's how he became both rich and politically influential.
str_rumor_talk_halz_2|he said that despite his intelligence and wisdom, Halstein, that new merchant-prince from Fierdsvain is very proud and ambitious. People say a fire burns in his eyes.
str_rumor_talk_halz_3|he was told never to provoke a man named Halstein, because he is a mastermind unlike any other. Don't let his young and handsome appearance fool you -- he is dangerous.
str_rumor_talk_halz_4|he heard that Halstein's influence is spreading; lords consult him because of his sharp mind and grasp of tactics. They also attribute several of the Fierdsvain's latest victories to Halstein's planning.
str_rumor_talk_halz_5|he heard that Halstein lost his temper and struck a man, when he said that Hormuzd of the D'Shar might have a better mind than his.
str_rumor_talk_halz_6|he was told that Halstein is looking for a wife, but it appears he cannot find a woman to suit him. He is looking for specific characteristics, what he doesn't specify, saying only that he seeks a woman whose fiery eyes shine with intelligence.
str_rumor_talk_edytha_1|he heard in Sarleon that Lady Edytha's popularity at court is unmatched. Though she comes from minor nobility, she has charmed and finagled her way into the inner circles of noble society. Nobody dares to bring up her lineage these days. The last court lady who did so was ostracized for her insolence.
str_rumor_talk_edytha_2|he heard from a seamstress in Sarleon that Lady Edytha cannot afford to buy fine gowns, but must depend upon the generosity of her suitors. Rumor has it that her father has squandered much of the family estate with his gambling.
str_rumor_talk_edytha_3|he overheard two young lords in Sarleon boasting about the affections of Lady Edytha. One claimed she graced him with a smile, while the other said she had batted her lashes at him. Their voices continued rising, until ultimately\ their conversation became a yelling match in the middle of the street. They drew their swords and both spilt blood on the cobblestones.
str_rumor_talk_edytha_4|he heard from a peasant in Burglen that Lord Andre's gambling habit is beginning to affect the village. He can no longer afford to maintain the village mill, and the farmers worry he won't be able to pay his soldiers' wages. His daughter Edytha abandoned the estate in disgust. She guests with  friends in the capital, seeking a husband before her family's disgrace destroys her chances of a decent marriage.
str_rumor_talk_edytha_5|he overheard Lady Edytha say to a weeping maiden, 'You once thought yourself  my superior, did you not? Your father owns a castle, while mine holds only a village. You looked down upon me and treated me like a serf. Now you find that for all your supposed status, you are my inferior. Yes, Merydth, I am smarter, stronger, and more beautiful than you. You are my serf now! Beg for mercy; I may grant it.'
str_rumor_talk_edytha_6|he heard that Lady Edytha controls the inner circle of Sarleon society with unprecedented ferocity. To lords and warriors, she appears sweet and charming, but to her rivals, she is utterly ruthless. She has reduced ladies of the highest nobility to submission. They will do anything to please her and become her confidant. Surely, she is destined to marry a great man.
str_rumor_talk_kenric_1|he said that a young knight named Kenric has been winning numerous jousts these days and that few can match him. Many ladies are talking about him.
str_rumor_talk_kenric_2|he was told Kenric, a young knight of Sarleon, is the subject of much talk. Some people have high hopes of him, due to his pride, idealism and faith in the king. Others say he is just a dreamy and gullible youth who jousts well.
