str_no_string|STRING 없습니다!
str_rumor_talk_meregan_11|그는 Meregan Kierlic이 남성이든 여성이든 상관없이 모든 군대를 동등하게 취급하기 때문에 Griffonsword Company에 가입하기 위해 버진 Maiden Noble 그룹을 들었다.
str_rumor_talk_meregan_12|그는 제국 군주 중 한 명이 Griffonsword Company가 지키는 대상을 공격하기로 결정했다고 말했다. 그는 상처에서 회복 되더라도 다시는 시도하지 않을 것입니다.
str_rumor_talk_meregan_13|그는 코가없는 전사를 만났다고 말했다. Griffonsword Company의 전사 여성 중 한 명이 선술집에서 그녀에게 음란 한 제스처를했기 때문에 잘라 냈습니다.
str_rumor_talk_meregan_14|그는 자신의 군주를 떠나 Griffonsword Company 직급에 합류 한 처녀 귀족을 만났다고 말했다.
str_rumor_talk_meregan_15|그는 Griffonsword Company에서 제국 군단의 여성들이 선호하는 대상이라는 소문을 들었습니다. 각 처녀 귀족은 벨트에 작은 주머니를 가지고 'Legionnaire 기념품'을 보관합니다.
str_rumor_talk_kodan_1|그는 펜 도르의 모든 적기가 코단 아이언 소드로 호송 된 대상을 공격하는 것보다 더 잘 알고 있다고 말했다. Vanskerry Raiders조차도 내가 듣고있는 것으로부터 그를 정당하고 정당한 이유없이 피합니다.
str_rumor_talk_kodan_2|그는 현지 상인들이 코단 아이언 소드의 최신 폐기에 대해 갇힌 돼지처럼 비명을 질렀다 고 들었습니다. 그는 지난 주에 9 개의 캐러밴을 습격했습니다. 상인들은 그에게 '보호'금 지불을 거부했기 때문입니다.
str_rumor_talk_kodan_3|그는 Ironsword Company가 Vanskerry Raiders로 구성되어 있음에도 불구하고 주님은 모두 그를 여행 할 때 아내를 호위하기 위해 그를 고용했다고 말했습니다. 그는 맹세를 지키기 위해 충실히 선포한다고한다.
str_rumor_talk_kodan_4|그는 Koningur가 해안 마을을 보호하기 위해 Kodan Ironsword를 고용하려고 생각하고 있다고 들었습니다. 그는 Vanskerry Raiders가 다른 팩을 이길 수 있다고 생각합니다!
str_rumor_talk_kodan_5|그는 Vanskerry Raiders로부터 보호를 받으려면 Ironsword Company가 필요하다고 들었습니다. 내 생각에 그것은 불로 불을 싸우는 것 이상입니다.
str_rumor_talk_kodan_6|그는 아이언 소드 컴퍼니 (Ironsword Company)에있는 밴스 커리 팩이 지난주 발롱 브레이 선술집을 난파했다고 말했다. 코단 아이언 소드 자신은 그들이 마실 때 그들을 통제 할 수 없습니다.
str_rumor_talk_kodan_7|그는 자신이 Ironsword Company라고 부르는 Vanskerry warband에 대해 들었다고 말했다. 코단 아이언 소드가 주도한 것으로 보인다.
str_rumor_talk_kodan_8|코닝 구르는 아이언 소드 컴퍼니에 대해 불평 한 일부 상인들에게 코단에게 돈을 지불하고 폐쇄하겠다고 말했다. 적어도 그들이 지불하면 선적이 도착할 것입니다.
str_rumor_talk_kodan_9|그는 대부분의 Fierdsvain Lords가 Kodan Ironsword를 가장 조심스럽게 걷는다고 들었습니다. 그는 부주의 한 의견으로 매우 신속하게 범죄를 저지르는 것으로 유명하다.
str_rumor_talk_kodan_10|그는 50 대의 Vanskerry Raiders가 Kodan Ironsword의 회사가 그들에게 향하는 것을보고 장거리 보트로 돌아 오는 것을 보았다고 들었습니다.
str_rumor_talk_kodan_11|코닝 구르 대통령은 코단 아이언 소드 (Kodan Ironsword)의 지불을 후회하고 있다고 말했다.
str_rumor_talk_kodan_12|그는 Ironsword Company가 어촌을 급습하여 12 세에서 20 세 사이의 모든 여성을 수행했다고 들었습니다. 나는 그 불쌍한 소녀들을 내 마음의 바닥에서 불쌍히 여깁니다.
str_rumor_talk_kodan_13|아이언 소드 컴퍼니를 가로 질러 가면 코단이 요구하는 것을 웃으면 서 지불한다고 말했다. 그런 식으로 더 오래 살 것입니다.
str_rumor_talk_kodan_14|그는 코단 아이언 소드가 휘두르는 놀라운 룬에 박힌 칼에 대한 소문을 들었습니다.이 칼은 버터를 통해 뜨거운 칼처럼 갑옷을 얇게 썰 수 있습니다.
str_rumor_talk_kodan_15|그는 Vanskerry의 습격 자들이 Kodan Ironsword라는 Jarl 하에서 모험 회사로 구성되었다는 소문을 들었습니다. 누가 그렇게 생각했을까요?
str_rumor_talk_syla_1|그는 Syla Uzas 인 Sarleon에서주의해야 할 새로운 위험이 있다고 들었습니다. 그는 그것의 재미를 위해서만 죽이는 것으로 유명하다.
str_rumor_talk_syla_2|그는 Syla Uzas가 요즘 Sarleon을 괴롭히는 가장 위험한 도적 기사라고 말했다. 그는 자비없이 죽이고 그가하는 것처럼 웃습니다.
str_rumor_talk_syla_3|그는 Syla Uzas가 D' Shar 지역의 전체 진영을 약탈하고 불 태웠다는 소문이 있다고 농민들이 그를 대신 할 충분한 보급품을 가지고 있지 않았기 때문에 야영지가 약탈했다.
str_rumor_talk_syla_4|그는 Syla Uzas와 함께하는 가장 현명한 길은 그를 전염병처럼 피하는 것입니다. 그는 매우 위험합니다.
str_rumor_talk_syla_5|그는 트레이더가 실라 우자 스 (Syla Uzas)가 캐러밴을 점령하고 모든 경비원을 죽인 다음 자신의 옷을 벗겨서 가장 가까운 마을로 혼자 여행한다고 말했다.
str_rumor_talk_syla_6|그가 Syla Uzas에 대해 말한 것이 사실이라면 그를 만나기를 두려워 할 것입니다. 그는 그에게 자비를 베풀지 않고 완전한 소시 오 패스로 유명하다.
str_rumor_talk_syla_7|그는 Avendor의 상인으로부터 Syla Uzas가 근처에 있다는 것을 들었고 모든 마을 사람들은 그를 보호하기 위해 주들에게 비명을 지르고 있다고 말했습니다.
str_rumor_talk_syla_8|코단 아이언 소드조차도 실라 우자 스가 이끄는 살인범과의 싸움을 피한다고한다. 나는 코 단과 같은 사람을 두려워 할 수있는 것을 상상할 수 없으며, 나는 싫어한다!
str_rumor_talk_syla_9|그는 Vanskerry Raiders조차도 Syla Uzas에서 도망 쳤다는 소식을 들었습니다. 왜냐하면 그는 수많은 사람들을 죽였 기 때문입니다.
str_rumor_talk_syla_10|그는 Syla Uzas가 너무 무서워서 'Rogue Knight'라는 이름에 새로운 의미를 부여한다고 들었습니다. 그것은 분명히 무언가를 말하고 있습니다.
str_rumor_talk_syla_11|그는 Syla Uzas가 오는 것을 보는 대부분의 사람들이 즉시 다른 길을 간다고 들었습니다. 그는 완전히 무섭다.
str_rumor_talk_syla_12|그는 사람들이 Syla Uzas가 적을 작은 조각으로 자르고 바다에 던지기를 좋아한다고 들었습니다.
str_rumor_talk_syla_13|그는 전설적인 전사 인 실라 우자 (Syla Uzas)를보고 한 번에 세 명의 불량 기사를 데리고 그들을 모두 물리 쳤다고 말했습니다.
str_rumor_talk_syla_14|그는 Syla Uzas가 Sarleon의 Ulric 왕을 전복시키기 위해 기사를 모으고 있다고 들었습니다.
str_rumor_talk_syla_15|그는 권력과 명성에 대한 탐구에서 무자비하고 무자비한 실라 우자 스라는 불량 기사에 대해 들었습니다.
str_rumor_talk_shalavan_1|그는 D' Shar Sheik이 무법자이며 D' Shar 평원에 무법자 군대를 모으고 있다고 들었습니다.
str_rumor_talk_shalavan_2|그는 최신 D' Shar 피의 불화에 대해 들었습니다. 바하 두르 칸 (Bahadur Khan)에 의해 일부 족장이나 다른 사람들이 법을 위반했으며 그에 대한 복수를 맹세했다.
str_rumor_talk_shalavan_3|그는 일부 D' Shar Sheik, Slaverer 또는 이와 유사한 것이 D' Shar 무법자 해적을 Bahadur Khan과 연합시키기 시작했다고 들었습니다.
str_rumor_talk_shalavan_4|그는 토르 바에서 Bahadur Khan이 Sheik Shalavan에 대한 농담을 한 남자를 이겼다고 들었다. 나는 그것이 좋은 농담이 아니라고 생각합니다.
str_rumor_talk_shalavan_5|그는 D' Shar 무법자들이 Sheik Shalavan을 따르기 때문에 훨씬 더 무거워 졌다고 들었습니다. 많은 D' Shar 정착촌은 그들을 두려워합니다.
str_rumor_talk_shalavan_6|그는 일부 D' Shar 산적이 자신에게 'Sheik'을 세례 화했으며 D' Shar 영토의 rabble에서 군대를 짓기 시작했다고 말했다.
str_rumor_talk_shalavan_7|그는 바하 두르 칸이 그의 왕좌에 불안하게 앉아 있다고 들었습니다. 샬 라반이라는 일부 샤르 반군이 그를 빼앗아 맹세했기 때문입니다.
str_rumor_talk_shalavan_8|그는 D' Shar 말 상인 중 한 명이이 날 이곳에 왔으며, 도중에 줄을 거의 잃어 버렸다고 말하면서 적의 족장이나 다른 적들에게 이끌 리는 일부 공격자들에게 줄을 잃었다 고 말했다.
str_rumor_talk_shalavan_9|그는 포도 나무에서 D' Shar Khans가 Sheik Shalavan과의 전쟁을 벌일만큼 오랫동안 그들 자신과의 싸움을 중단 할 수 있다고 들었습니다. 그들의 휴전이 매우 오래 지속 될지 의심 스럽다.
str_rumor_talk_shalavan_10|그는 Nal Tar에서 Rafiq Bey가 Sheik Shalavan에 의해 사임되었다는 소식을 들었습니다. 그 오래된 빡빡한 솜씨는 금을 쓰는 것보다 오히려 죽을 것이기 때문에, 나는 그가 하나의 디나르를 갈아 먹었을 것입니다.
str_rumor_talk_shalavan_11|그는 D' Shar 영토로의 캐러밴에는 호위 군이 필요하지만 그렇지 않으면 목적지에 도달하지 못한다고합니다. 일부 족장은 지나가는 모든 사람을 빼앗아갔습니다.
str_rumor_talk_shalavan_12|그는 가십이 거짓말을하지 않으면 D' Shar 지역에서 양조에 어려움이 있다고 말했다. 셰익 샬 라반 (Sheik Shalavan)이라는 몇몇 동료는 왕좌를 시험해볼 준비가 된 D' Shar Raiders 군대를 보유하고 있습니다.
str_rumor_talk_shalavan_13|그는 여러 부족의 전사들 사이에서 샬 라반 (Shalavan)이라고 불리는이 무법자 D' Shar Sheik에 가입하기 위해 많은 탈북자들을 보았다고 말했다.
str_rumor_talk_shalavan_14|그는 많은 토르 바 전사들이 바하 두르 칸을 떠나 셰익 샬 라반의 기치 아래에서 사막의 공격자들의 오래된 길을 받아 들였다고 말했다.
str_rumor_talk_shalavan_15|그는 셰익 샬 라반이 다양한 샤르 부족의 윈드 라이더를 모집하여 카단 바하 두르 칸을 전복 시켰다고 말했다.
str_rumor_talk_boris_1|그는 알려진대로 까마귀 보리스가 이끄는 악순환 기사단에 대해 이야기했다. 전투에서 그들의 야만인은 타의 추종을 불허합니다.
str_rumor_talk_boris_2|그는 모닝 스타를 너무 잘 쳐서 아무도 이길 수 없었으며, 까마귀 보리스는 그들 중 가장 강하다고 말했습니다.
str_rumor_talk_boris_3|그는 기사를 통해 보리 까마귀를 가로 질러 달리는 유일한 행동은 당신의 삶을 위해 지옥처럼 달려야한다는 것입니다. 그는 포로를 취하지 않습니다.
str_rumor_talk_boris_4|그는 까마귀 보리스가 자신을 펜 도르에서 가장 위대한 기사로 여기고 자신이 만나는 모든 사람에게 도전한다고 말했다. 그는 항상 이깁니다.
str_rumor_talk_boris_5|그는 자신이 알고있는 상인이 까마귀 군주와 까마귀 보리스 사이의 큰 싸움의 여파를 목격했다고 말했다. 시체는 땅에 두껍게 놓여 있습니다
str_rumor_talk_boris_6|그는 Senderfall의 기사가 Boris the Raven과 싸우는 것이 완전히 무례한 운동이라고 말했다. 그의 두 배 크기의 군대는 그를 물리 칠 수 없습니다.
str_rumor_talk_boris_7|그는 까마귀 보리스는 거의 포로를 잡는 것이 아니라 전투 후 부상자를 죽이기를 선호한다고 말했다. 그는 부상당한 죄수들이 살아남기에는 너무 많은 어려움을 겪고 있다고 말합니다.
str_rumor_talk_boris_8|그는 악명 높은 보리스 레이븐 (Boris the Raven)이 이끄는 군대가 현재 시골을 무너 뜨리고 있다고 전했다. 까마귀 군주들은 모두 그를 두려워합니다.
str_rumor_talk_boris_9|그는 왕이 매일 더 강해지기 때문에 왕이 보리스 까마귀와 싸우는 것을 두려워한다고 들었고 왕은 굴욕적인 패배를 두려워합니다.
str_rumor_talk_boris_10|그는 여행하는 사제로부터 레이븐 보리스가 자신이 레이븐 스턴을 먼저 가질 것이라고 자부하고 모든 펜 도르를 가져 간다고 들었다.
str_rumor_talk_boris_11|그는 레이븐 보리스가 그의 부하들을 즐겁게하는 선술집에있는 상인과 이야기를 나 ed습니다. 그는 보리스가 {playername}이라는 사람에게 도전하고 있다고 말했다. 흥미로운 사람의 관심을 끌었던 것 같습니다.
str_rumor_talk_boris_12|그는 술집 주인이 그에게 까마귀 보리스가 가장 좋아하는 토스트는 '생존자가없는 죽음, 파괴, 승리'라고 말했다. 그는 나에게 매우 위험하게 들린다.
str_rumor_talk_boris_13|그는 까마귀 보리스가 두 가지 색, 하나는 검은 색, 다른 하나는 하늘색의 눈을 가지고 있다는 소문을 들었습니다. 그는 키가 7 피트이며 사람을 반으로 쉽게 깰 수 있습니다.
str_rumor_talk_boris_14|그는 까마귀 보리스가 까마귀 창 기사단의 전통을 깨뜨렸다는 말을 들었고 이제는 명령서에 편파를 만들었습니다. 수십 명의 기사들이 그에게 충성을 맹세했습니다!
str_rumor_talk_boris_15|그는 까마귀 보리스와 도적 기사단이 모든 펜 도르에서 최고라고 들었습니다. 그들은 공성 석궁과 무거운 갑옷으로 어떤 성을 가질 수 있습니다!
str_rumor_talk_aeldarian_1|그는 Noldor가 새로운 장군, Aeldarian의 이름 등으로 싸우고 있다고 말했다. Noldor는 항상 문제를 의미합니다.
str_rumor_talk_aeldarian_2|그는 상인이 그에게 잔디에 대한 인간 침략에 대한 인내심이없는 Noldor Warlord, Aeldarian에 대해 말했다.
str_rumor_talk_aeldarian_3|그는 제국 군주 중 한 명이 Noldor와 먼지를 털어 놓았으며 장군 Aeldarian에게 불운을 겪었다 고 말했습니다. 그는 심하게 구타를 당했다.
str_rumor_talk_aeldarian_4|그는 Noldor Aeldarian이 Pendor의 다른 사람들보다 Jatu를 더 미워하는 것으로 유명하다고 들었습니다. 그는 그들에게 자비를 보여주지 않습니다.
str_rumor_talk_aeldarian_5|그는 Noldor 군주 Aeldarian이 포로를 잡을 때 몸값을받지 않는다고 들었습니다. 그는 죄수들을 강제로 데려 오거나 죽는다.
str_rumor_talk_aeldarian_6|그는 두 명의 민병대를 만났고 그들은 숲 산적을 쫓아 Noldor 영토로 쫓아 갔다고 말했지만 그들을 따르지 않았다. 그는 장군 Aeldarian이 그들을 돌볼 것이라고 생각했습니다.
