qstr_Next_Page|다음 페이지
qstr_As_you_approach_you_a|당신이 접근함에 따라, 당신은 당신을 환영하고 그들의 {reg63? lord : lady}의 문을 여는 성 경비원에 의해 발견됩니다.
qstr__This_village_and_th|이 마을과 주변 땅은 당신의 것입니다.
qstr__You_remember_that_t|이 마을과 주변 토지는 {s7}에 속합니다.
qstr__These_lands_belong_|이 땅은 누구에게도 속하지 않습니다.
qstr__The_village_is_infe|마을은 {reg8} {s35}에 의해 감염됩니다.
qstr__The_village_has_bee|마을이 약탈되었습니다. 불에 탄 집을 지나갈 때 소수의 영혼이 흩어집니다.
qstr__The_village_is_bein|마을이 습격 당하고 있습니다.
qstr_No_one_here_seems_to|여기 아무도 파티에 기꺼이 참여하지 않는 것 같습니다.
qstr_One_{s3}_volunteer_t|20 명의 디나르를 위해 한 명의 {s3} 자원 봉사자가 당신을 따라갑니다.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} 자원 봉사자들이 각각 20 디나르 씩 당신을 따라갑니다.
qstr_Try_as_you_might_you|당신이 할 수있는 것처럼 시도, 당신은 도적을 물리 칠 수 없습니다. 분노한 그들은 마을을 땅으로 흔든 다음 농민을 처벌하고 타는 황무지를 남겨두고 녹색 목초지를 약탈합니다.
qstr_village|마을
qstr_town|도시
qstr_castle|성
qstr_{s10}|{s10}
qstr_^{s10}|^ {s10}
qstr_{s18}^{s10}.|{s18} ^ {s10}.
qstr__{s10}___{reg12}%_Da|({s10}-{reg12} %  손상된-)
qstr_The_{s17}_has_no_imp|{s17}은 개선되지 않았습니다.
qstr_The_{s17}_has_the_fo|{s17}은 다음과 같이 개선되었습니다. ^^ {s18}
qstr_The_assasins_beat_yo|암살자들이 당신을 때리고 죽게 내버려 두었습니다. .
qstr_You_have_fallen._The|당신은 떨어졌다. 도적은 빨리 찾을 수있는 모든 동전을 찾기 위해 몸을 찾은 다음 밤에 사라집니다. 간신히 만 당신을 살아 남았습니다.
qstr_Luckily_some_of_your|운 좋게도 당신의 반려자 중 일부는 돌아 오지 않을 때 당신을 찾고 길가에 누워있는 것을 발견하게됩니다. 그들은 당신에게 상처를 입히고 안전하게 옷을 입을 것을 서두 릅니다.
qstr_Luckily_some_passing|운 좋게 지나가는 일부 마을 사람들은 길가에서 거짓말을하고 간단한 거지가 아닌 다른 것으로 인식합니다. 그들은 가장 가까운 여관으로 데려가 상처를 입습니다.
qstr_You_fail_to_steal_an|당신은 소를 훔치지 못합니다.
qstr_You_drive_away_{reg1|마을 무리에서 {reg17} {reg12? heads : head} 소를 몰아냅니다.
qstr___{reg1}_denars_per_|(밤마다 {reg1} 디나르)
qstr_As_you_near_the_Snak|스네이크 컬트 요새 근처에 가면 많은 수비수가 벽을 휘두르는 것을 볼 수 있습니다. 피의 날일지도 모른다.
qstr_The_fully_rebuilt_Or|완전히 재건 된 주문 요새는 힘과 영원함을 전달합니다.
qstr_The_Order_stronghold|질서의 요새는 이제 Cultist의 모든 흔적이 깨끗 해졌음을 환영합니다.
qstr_Order_Stronghold|주문 거점
qstr_Report_news_of_your_|당신의 승리에 대한 뉴스를 당신의 명령에보고하십시오.
qstr_You_have_found_the_p|마을 장로가 묘사 한 장소를 찾았습니다. 덤불, 나무, 몇 개의 돌이 여기 저기 놓여 있습니다. 오래된 길이 당신 앞에 놓여 있습니다.
qstr_You_have_located_the|오래된 폐허를 찾았습니다. 이 영역에서 해당 역사와 관련된 내용을 검색하십시오.
qstr_At_first_glance_this|언뜻보기 에이 곳은 나무, 꿀벌 및 꽃으로 가득한 평화로운 계곡처럼 보입니다.
qstr_The_valley_remains_i|계곡은 엄청나게 침묵합니다. 마지막 방문 이후 변경되지 않았습니다.
qstr_The_base_is_fully_es|기지는 완전히 확립되고 잘 숨겨져 있습니다. 주둔 한 병사들은 기분이 좋아 보인다.
qstr_The_base_is_fully_est|기지는 완전히 확립되고 잘 숨겨져 있습니다. 모든 것이 정상으로 보이지만 공중에서 긴장감을 느낄 수 있습니다.
qstr_The_old_ruins_look_m|오래된 유적지는 방문 할 때마다 점점 더 매력적으로 보입니다.
qstr__no_prisoners_allowe|죄수는 허용되지 않음
qstr_It_seems_that_some_t|얼마 전 여기서 전투가 벌어진 것 같습니다. 당신은 발견 : 굽힘 칼, 풍화 해골, 그리폰과 비슷한 희미한 상징이있는 녹슨 갑옷 조각 및 깨지기 쉬운 책.
qstr_It_seems_that_some_ti|얼마 전 여기서 전투가 벌어진 것 같습니다. 지금까지 쓰레기 만 발견했습니다. 굽힘 칼, 풍화 해골, 그리폰과 비슷한 희미한 엠블럼이있는 녹슨 갑옷 조각. 계곡을 훨씬 더 신중하게 검색하십시오.
qstr_Quest_log_updated.|퀘스트 로그가 업데이트되었습니다.
qstr_The_camp_is_too_smal|수용소는 수용 인원을 수용하기에 너무 작습니다. 모든 죄수들은 빼앗아 풀려났다.
qstr_This_camp_was_overcr|이 수용소는 혼잡했고 일부 군인들은 버려졌습니다.
qstr_You_are_at_{s2}.|{s2}에 있습니다.
qstr__This_castle_has_no_|이성에는 수비대가 없습니다.
qstr__This_town_has_no_ga|이 도시에는 수비대가 없습니다.
qstr__You_have_successful|성공적으로 몰래 들어갔습니다.
qstr_{s13}_A_tournament_w|{s13} 토너먼트가 곧 개최됩니다.
qstr_{s13}_Though_the_her|{s13} 전령들이 당신의 깃발과 귀족을 인정하지만, 몇 안되는 남은 자리는 더 유명한 기사에게 신속하게 전달되며이 토너먼트에 참여할 수 없습니다.
qstr_{s13}_You_have_neith|{s13} 당신은 고귀한 기원도없고 유명한 사람도 없습니다. 따라서이 토너먼트에 참가할 수 없습니다.
qstr_{s13}_Despite_not_be|{s13} 고귀한 기원이 아니더라도 전투에서 벌어졌던 무기와 무기력이 펜 도르에 퍼져 전령에 도달했습니다. 따라서 그들은 당신이 순위에 참여 하고이 대회에서 싸울 수 있습니다!
qstr_{s8}^Your_bid_to_cha|{s8} ^ {s9} 우승을위한 입찰이 실패했습니다.
qstr_However_you_forfeit_|그러나 모든 중요한 보상을 상실하고 {s9}의 영광에 승리를 바칩니다!
qstr_weapon_pack|무기 팩
qstr_armor_pieces|갑옷 조각
qstr_Additionally_you_hav|또한 Noldor Council에서 아름다운 {s21}을 받았습니다.
qstr_Additionally_you_have|또한, Steward 마을에서 {s21}을 (를) 받았습니다.
qstr__{s8}^Moreover_you_e|{s8} ^ 또한 귀하는 자신에 대한 영리한 내기에서 {reg8} 디나르를받습니다 ...
qstr_Victory_is_yours!_Yo|승리는 당신입니다! 이 근접전에서 승리했지만 이제 다음 라운드를 위해 자신을 준비해야합니다.
qstr_You_have_been_bested|당신은이 근접에서 최고를 얻었지만, 의식의 주인은 당신의 기술과 용기를 인정하여 다음 라운드에 참여할 수있게합니다.
qstr_You_were_beaten._The|당신은 구타를당했습니다. 농민들은 그들의 성공으로 마음을 사로 잡았지만, 당신이 그들에게 가르치고 자하는 교훈은 아마도 통과하지 못했을 것입니다 ...
qstr_After_beating_your_l|마지막 상대를 때린 후, 농민들에게 그러한 공격으로부터 자신을 더 잘 방어하는 방법을 설명하십시오. 그들이 기내에서 경험을 쌓고 다음에 준비 할 수 있기를 바랍니다.
qstr_The_bandits_are_brok|도둑이 부러졌다! 살아 있고 의식적으로 남아있는 소수의 사람들은 농민들과 새로운 챔피언에 겁에 질려 다리 사이에 꼬리가 달려 있습니다.
qstr_{s1}_s_Ship|{s1}의 배
qstr_However_{reg3?You_ar|그러나 {reg3? 귀하 : {s1}은 (는) 이익을 가져올 무역 상품을 찾을 수 없습니다.
qstr_^Buying_{s4}_here_an|^ {s4}를 여기서 구매하고 {s5}에 판매하면 품목 당 {reg6} 디나르의 수익이 발생합니다. {s3}
qstr_{reg3?You_find:{s1}_|{reg3? 다음을 찾습니다 : {s1}은 다음을 찾습니다} : ^ {s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2} ^ {reg1} {s1}은 {reg0} 경험을 얻었습니다.
qstr_{s2}^{s1}_earned_an_|{s2} ^ {s1}은 추가 {reg0} 경험을 얻었습니다.
qstr_^You_earned_{reg0}_e|^ {reg0} 경험을 얻었습니다. {s2}
qstr_The_training_didn_t_|훈련은 전혀 잘되지 않았다.
qstr_The_training_didn_t_g|훈련은 잘 진행되지 않았습니다.
qstr_The_training_went_qu|훈련은 꽤 잘 갔다.
qstr_The_training_went_ve|훈련은 잘 진행되었습니다.
qstr_The_training_went_pe|훈련은 완벽하게 진행되었습니다.
qstr_{s13}_asked_you_to_r|{s13}이 (가) 최소한 {reg13} 군대와 함께 그에게보고하도록 요청했습니다.
qstr_{s13}_ordered_you_to|{s13}이 (가) {s14}에 대한 공격에 참여하도록 명령했습니다.
qstr_Find_and_speak_with_|{s4}의 {s3}을 (를) 찾아서 말하여 그에게 경의를 표하세요.
qstr_There_has_been_an_al|국경 사고가 의심되었습니다 : {s9}
qstr_^^Note_that_so_long_|^^ 마샬로 남아있는 한, 영주들은 당신이 캠페인에서 그들을 이끌기를 기대할 것입니다. 따라서 결혼식이나 다른 목적으로 축제를 기다리는 경우, 당신의 거짓말에 말함으로써 마샬 십을 사임하는 것이 좋습니다.
qstr_Speak_to_the_Order_r|{s9}의 주문 담당자에게 문의하십시오.
qstr_Your_Trainer_skill_h|트레이너 기술이 1 증가했습니다.
qstr_Your_Trainer_skill_ha|트레이너 기술이 2 증가했습니다.
qstr_Your_Tactics_skill_h|전술 기술이 1 증가했습니다.
qstr_Your_Tactics_skill_ha|전술 기술이 2 증가했습니다.
qstr_Your_Intelligence_ha|지능이 1 증가했습니다.
qstr_Your_Intelligence_has|지능이 2 증가했습니다.
qstr_Your_Agility_has_inc|민첩성이 1 증가했습니다.
qstr_Your_Ironflesh_skill|아이언 플릿 스킬이 1 증가했습니다.
qstr_Your_Riding_skill_ha|승마 기술이 1 증가했습니다.
qstr_Your_Strength_has_in|힘이 1 증가했습니다.
qstr_Your_Weapon_Master_s|무기 마스터 스킬이 1 증가했습니다.
qstr_Your_Charisma_has_in|카리스마가 1 증가했습니다.
qstr_Your_Charisma_has_inc|카리스마가 2 증가했습니다.
qstr_Your_Leadership_skil|리더십 스킬이 1 증가했습니다.
qstr_Your_Persuasion_skil|설득 능력이 1 증가했습니다.
qstr_Your_Engineer_skill_|엔지니어 기술이 1 증가했습니다.
qstr_Your_Tactics_skill_has|전술 기술이 1 감소했습니다.
qstr_Your_Charisma_has_de|카리스마가 1 감소했습니다.
qstr_The_issue_has_been_r|문제가 성공적으로 해결되었습니다.
qstr__Your_party_members_|당신의 파티원들은 당신이 맹세 한 사람들을 보호하기 위해 거절하는 것에 대해 불평합니다
qstr_Breaking_camp...|브레이킹 캠프 ...
qstr_Soldiers_have_found_|병사들이 당신의 밴스 커리 중 하나의 시체를 발견했습니다. 누군가가 그를 화나게했다.
qstr_One_of_your_Vanskerr|유감스럽게도 당신의 Vanskerries 중 하나가 사망했습니다.
qstr_Soldiers_have_found_a|병사들은 대량 학살 된 시체를 발견했습니다. 사람들은 야생 동물을 비난합니다.
qstr_One_of_your_Vanskerri|Vanskerries 중 하나가 죽은 것으로 밝혀졌습니다. 아마도 오래된 상처가 열렸습니다.
qstr_Drunken_Caravan_Guar|술 취한 카라반 가드
qstr_Drunken_Caravan_Guard|술 취한 카라반 가드
qstr_Drunken_Mercenary|술취한 용병
qstr_Drunken_Mercenaries|술취한 용병
qstr_Drunken_Adventurer|술취한 모험가
qstr_Drunken_Adventurers|술취한 모험가
qstr_Belligerent_Drunk|호전적인 취한
qstr_Belligerent_Drunks|호전적인 음주
qstr_Your_{s12}_have_acqui|귀하의 {s12}가 새로운 {s11}을 획득했습니다!
qstr_{s4}_and_is_now_know|{s4}이며 현재는 {s7}입니다.
qstr_Your_party_is_spotte|당신의 파티는 {s1}에 의해 발견됩니다.
qstr_Party_has_nothing_to|파티는 먹을 것이 없습니다!
qstr_{reg1}_{s1}_{reg2?ha|밤 동안 파티에서 {reg1} {s1} {reg2? have : has}을 (를) 탈출했습니다.
qstr_{s1}_of_the_{s3}_has|{s3}의 {s1}이 (가) 포로에서 해제되었습니다.
qstr_Building_of_{s10}_in|{s4}에서 {s10}의 빌드가 완료되었습니다.
qstr_{s1}_has_won_the_tou|{s1}이 {s2}에서 토너먼트에서 우승했습니다.
qstr_{s1}_is_no_longer_in|{s1}은 (는) 더 이상 도적에게 감염되지 않습니다.
qstr_You_pay_for_accommod|숙박 비용을 지불합니다.
qstr_D_Shar_have_fallen_a|D' Shar는 그들의 이상과 함께 떨어졌습니다. 인퀴 지션은 이레 틱스에 대한 모든 노력을 집중하고 전개 할 것입니다.
qstr_Betrothal_to_{s5}_ex|{s5}에 대한 약식 만료
qstr__Your_tactics_skill_|전술 기술이 1 증가했습니다.
qstr__Your_persuasion_ski|설득력이 1 증가했습니다.
qstr__Your_leadership_ski|당신의 리더십 스킬이 1 증가했습니다.
qstr__Your_intelligence_h|지능이 1 증가했습니다.
qstr__Your_trade_skill_ha|거래 기술이 1 증가했습니다.
qstr__Your_weapon_master_|무기 마스터 스킬이 1 증가했습니다.
qstr__Your_engineer_skill|엔지니어 기술이 1 증가했습니다.
qstr__Your_relation_with_|Noldor와의 관계가 개선되었습니다.
qstr_The_book_was_very_in|이 책은 매우 흥미 로웠으며 새로운 사실을 발견했습니다. 이제 Vorador와 결과를 공유하십시오.
qstr__Unfortunately_the_b|불행하게도 부서지기 쉽고 썩은 오래된 페이지가 무너집니다. 마치 운명이 이런 식으로 의도 한 것처럼 ...
qstr_You_have_finished_re|{s1}을 (를) 읽었습니다. {s2}
qstr_Book_Read|책 읽기
qstr_Your_Order_Stronghol|주문 요새가 완전히 재건되었습니다!
qstr_The_Order_blacksmith|주문 대장장이는 아이템이 준비되었다는 메시지를 보냅니다!
qstr_Your_hidden_camp_has|숨겨진 캠프가 완성되었습니다!
qstr_{s1}_is_scouted.|{s1}이 스카우트되었습니다.
qstr_{s36}_has_switched_f|{s36}이 (가) {s2}에서 {s3} (으)로 전환되었으며 현재는 {s1}입니다.
qstr_A_god_s_voice_booms_|하늘을 가로 지르는 신의 음성 : 나는 정의의 여신 아스트라에 아입니다. 그것을 지키기 위해 싸워라. 그러면 언제 어디서나 내가 당신을 도울 것이다.
qstr_A_god_s_voice_booms_a|하늘을 가로 지르는 신의 음성 : 당신은 내 Jatu와 싸우고 패배합니다. Indar의 분노를 조심하십시오.
qstr_A_god_s_voice_booms_ac|신의 목소리가 하늘을 가로 질러 울려 퍼진다. 나는 당신에게 내 땅에서 데 미아 프로 비 테오의 이름으로, 그것을 파멸시킨이 불운 한 뱀 숭배자들을 몰아 내라고 명령한다.
qstr_A_god_s_voice_booms_acr|하늘을 가로 지르는 신의 음성 : 당신은 Mystmountains의 아이들과의 싸움을 중단하거나 Vejovis의 발톱에서 죽을 것입니다.
qstr_A_god_s_voice_booms_acro|하늘을 가로 지르는 신의 목소리가 울려 퍼진다. 나는 펜 도르 신들의 계급에서 가장 높은 계급의 안정 염이 선택되었다고 경고한다. 당신은 많은 위험에 직면하고 있습니다.
qstr_A_god_s_voice_booms_acros|하늘을 가로 지르는 신의 목소리가 울려 퍼진다
qstr_A_god_s_voice_booms_across|하늘을 가로 지르는 신의 목소리가 울려 퍼집니다. Fierdsvain의 아이들을 샬로 베르 슈 레스 (Thallo Ver Shures)라는 이름으로 평화롭게 농사 짓도록 지키십시오.
qstr_A_god_s_voice_booms_across_|신의 목소리가 하늘을 가로 질러 울려 퍼진다
qstr_The_God_UllrVetr_is_|신 UllrVetr은 당신에게 선물을 주려고하지만, 당신의 인벤토리에 그것을위한 공간이 있어야합니다.
qstr_A_god_s_voice_booms_across_t|신의 목소리가 하늘을 가로 질러 붐 빕니다 : 보 우먼의 신인 UllrVetr가 당신에게이 활로 자신을 나타냅니다. 다가올 전투에서 잘 사용하십시오.
qstr_UllrVetr_has_seen_th|UllrVetr는 위협이 무너지는 것을 보았습니다. 그런 경우 활이었던 강력한 표현이 사라졌습니다.
qstr_{s2}_loses_{s10}.|{s2}가 {s10}을 잃습니다.
qstr_{s2}_reports_the_{s1|{s2}는 가슴에서 {s10}이 사라 졌다고보고합니다.
qstr_A_passing_messenger_|지나가는 메신저가 {s4}의 아내가 {s5}에서 갑자기 죽었다고 말했습니다.
qstr_A_passing_messenger_t|지나가는 메신저는 {s4}의 아내가 {s5}에서 갑자기 죽었다고 알려줍니다.
qstr_{s5}_launches_a_surp|{s5}가 {s6}에 대한 깜짝 공격을 시작합니다!
qstr_{s5}_War_Party|{s5} 전쟁 파티
qstr_The_{s12}_from_{s13}|{s13}의 {s12}이 (가) {s11}을 돕기 위해 전쟁 파티를 구성했습니다.
qstr_Eyegrim_s_horde_has_|아이 그림의 무리는 그를 다시 한 번 키울 수있는 충분한 영혼을 모았습니다.
qstr_Sources_say_Knights_|소식통에 따르면 기사단 기사단은 모든 비용으로 아이 그림을 피하고 있다고합니다. 알 수없는 이유.
qstr_Rumor_has_it_that_th|악마 왕이 죄수들에게서 더 많은 타락을 모았다는 소문이 있습니다!
qstr_Echos_of_hundreds_of|수백 명의 영혼이 쫓겨 난 메아리가 몇 마일 떨어져서 들려옵니다.
qstr_Villages_report_that|마을 사람들은 아이 그림이 타락을 더 만들기 위해 인간을 죽이고 있다고보고했습니다!
qstr_Full_skin_of_human_r|수백 명의 사람들이 악마의 무리가 노폐물을 낭비한 곳에서 인간의 피부 전체가 발견되었습니다.
qstr_Knights_of_the_Dawn_|이단자들을 사로 잡은 '기사단 (Knights of the Dawn)'보고서는 'Eyegrim이 Pendor in Pendor를 만들고있다'고 말합니다.
qstr_Eyegrim_has_risen_mo|아이 그림이 죄수들에게서 타락했습니다!
qstr__{s61}|{s61}
qstr_{reg65?my_Lady:my_Lo|{reg65? my Lady : 나의 주}
qstr_{reg65?My_Lady:My_Lo|{reg65? 나의 아가씨 : 나의 주}
qstr_{reg65?madame:sir}|{reg65? madame : sir}
qstr_{reg65?Madame:Sir}|{reg65? 부인 : 선생님}
qstr_The_men_are_hard_at_|남자들이 열심히 일하고 있는데 이곳이 형성되고있다.
qstr_Things_are_progressi|상황이 매우 잘 진행되고 있습니다.
